"kod";"adres";"miejscowosc";"wojewodztwo";"powiat"
"02-102";"ul. MetrykantÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-103";"ul. Archiwalna";"Warszawa";"mazowieckie";"Warszawa"
"02-103";"ul. Hankiewicza Stefana Kazimierza";"Warszawa";"mazowieckie";"Warszawa"
"02-104";"ul. SkorochÛd-Majewskiego Walentego";"Warszawa";"mazowieckie";"Warszawa"
"02-105";"Poczta Warszawa 021, ul. SkorochÛd-Majewskiego 18";"Warszawa";"mazowieckie";"Warszawa"
"02-106";"ul. PawiÒskiego Adolfa";"Warszawa";"mazowieckie";"Warszawa"
"02-106";"ul. SiemieÒskiego JÛzefa";"Warszawa";"mazowieckie";"Warszawa"
"02-107";"ul. Dickensa Karola od 2 do 6, od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"02-108";"Poczta Warszawa 114, ul. Pruszkowska 4 d";"Warszawa";"mazowieckie";"Warszawa"
"02-109";"ul. KsiÍcia Trojdena";"Warszawa";"mazowieckie";"Warszawa"
"02-110";"ul. Sanocka od 2 do 10, od 1 do 11";"Warszawa";"mazowieckie";"Warszawa"
"02-111";"ul. Sanocka od 12 do ostatniego, od 13 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-112";"ul. Nowickiego Mariana";"Warszawa";"mazowieckie";"Warszawa"
"02-113";"ul. Gladioli";"Warszawa";"mazowieckie";"Warszawa"
"02-114";"ul. Wiúlicka";"Warszawa";"mazowieckie";"Warszawa"
"02-115";"ul. OkiÒskiego W≥adys≥awa";"Warszawa";"mazowieckie";"Warszawa"
"02-116";"ul. Sπchocka";"Warszawa";"mazowieckie";"Warszawa"
"02-117";"ul. Rac≥awicka od 142 do ostatniego, od 127 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-118";"ul. Pruszkowska od 2 do 6, od 1 do 11";"Warszawa";"mazowieckie";"Warszawa"
"02-119";"ul. Pruszkowska od 8 do ostatniego, od 13 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-120";"ul. GrÛjecka od 109 do 119";"Warszawa";"mazowieckie";"Warszawa"
"02-121";"ul. KorotyÒskiego W≥adys≥awa od 2 do 14, od 1 do 13";"Warszawa";"mazowieckie";"Warszawa"
"02-122";"ul. Grzeszczyka Szczepana";"Warszawa";"mazowieckie";"Warszawa"
"02-122";"ul. SierpiÒskiego Wac≥awa";"Warszawa";"mazowieckie";"Warszawa"
"02-123";"ul. KorotyÒskiego W≥adys≥awa od 16 do ostatniego, od 15 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-124";"ul. GrÛjecka od 121 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-126";"Poczta Warszawa 109, ul. Baleya 9";"Warszawa";"mazowieckie";"Warszawa"
"02-127";"ul. Bohdanowicza Karola";"Warszawa";"mazowieckie";"Warszawa"
"02-127";"ul. Mo≥dawska";"Warszawa";"mazowieckie";"Warszawa"
"02-128";"ul. Jasielska";"Warszawa";"mazowieckie";"Warszawa"
"02-129";"ul. Jankowska";"Warszawa";"mazowieckie";"Warszawa"
"02-130";"ul. Gorlicka";"Warszawa";"mazowieckie";"Warszawa"
"02-131";"ul. Rokitnicka";"Warszawa";"mazowieckie";"Warszawa"
"02-132";"ul. Baleya Stefana";"Warszawa";"mazowieckie";"Warszawa"
"02-133";"Al. Krakowska od 241 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-134";"ul. 1 Sierpnia";"Warszawa";"mazowieckie";"Warszawa"
"02-135";"ul. I≥øecka";"Warszawa";"mazowieckie";"Warszawa"
"02-136";"ul. StrubiczÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-137";"ul. Radarowa";"Warszawa";"mazowieckie";"Warszawa"
"02-138";"ul. 7 Pu≥ku Piechoty AK Gar≥uch";"Warszawa";"mazowieckie";"Warszawa"
"02-139";"ul. Sulmierzycka";"Warszawa";"mazowieckie";"Warszawa"
"02-140";"ul. Baligrodzka";"Warszawa";"mazowieckie";"Warszawa"
"02-141";"ul. Ustrzycka";"Warszawa";"mazowieckie";"Warszawa"
"02-142";"ul. SoliÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-143";"ul. Øwirki i Wigury od 2 do 10, od 1 do 27";"Warszawa";"mazowieckie";"Warszawa"
"02-144";"ul. Sasanki";"Warszawa";"mazowieckie";"Warszawa"
"02-145";"ul. Wiraøowa od 44 do ostatniego, od 39 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-146";"ul. 17 Stycznia od 36 do ostatniego, od 41 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-147";"ul. Paluch";"Warszawa";"mazowieckie";"Warszawa"
"02-147";"ul. Wieøowa";"Warszawa";"mazowieckie";"Warszawa"
"02-148";"ul. 17 Stycznia od 2 do 34, od 1 do 39";"Warszawa";"mazowieckie";"Warszawa"
"02-149";"ul. Hynka Franciszka";"Warszawa";"mazowieckie";"Warszawa"
"02-150";"ul. TaÒskiego Czes≥awa";"Warszawa";"mazowieckie";"Warszawa"
"02-151";"ul. Szybowcowa";"Warszawa";"mazowieckie";"Warszawa"
"02-152";"ul. Zarankiewicza Kazimierza";"Warszawa";"mazowieckie";"Warszawa"
"02-153";"ul. Drzewieckiego Stefana";"Warszawa";"mazowieckie";"Warszawa"
"02-154";"ul. AstronautÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-155";"ul. Leøajska";"Warszawa";"mazowieckie";"Warszawa"
"02-156";"ul. Lechicka";"Warszawa";"mazowieckie";"Warszawa"
"02-157";"Al. DwudziestolatkÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-158";"ul. Wiraøowa od 2 do 42, od 1 do 37";"Warszawa";"mazowieckie";"Warszawa"
"02-159";"ul. Bennetta Jamesa Gordona";"Warszawa";"mazowieckie";"Warszawa"
"02-159";"ul. Winiarska";"Warszawa";"mazowieckie";"Warszawa"
"02-160";"ul. OdrzaÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-161";"ul. SkawiÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-162";"ul. Gorzkiewki";"Warszawa";"mazowieckie";"Warszawa"
"02-163";"ul. Barometryczna";"Warszawa";"mazowieckie";"Warszawa"
"02-163";"ul. Indukcji";"Warszawa";"mazowieckie";"Warszawa"
"02-164";"ul. OgrodnikÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-165";"ul. Trapez";"Warszawa";"mazowieckie";"Warszawa"
"02-166";"ul. Skwer Bazy Lotniczej ""£uøyce""";"Warszawa";"mazowieckie";"Warszawa"
"02-168";"ul. Tapicerska";"Warszawa";"mazowieckie";"Warszawa"
"02-169";"ul. Czardasza";"Warszawa";"mazowieckie";"Warszawa"
"02-170";"ul. S≥owicza";"Warszawa";"mazowieckie";"Warszawa"
"02-172";"ul. G≥adka";"Warszawa";"mazowieckie";"Warszawa"
"02-173";"ul. WÍgorzewska";"Warszawa";"mazowieckie";"Warszawa"
"02-174";"ul. Saba≥y";"Warszawa";"mazowieckie";"Warszawa"
"02-175";"ul. Pilchowicka";"Warszawa";"mazowieckie";"Warszawa"
"02-176";"ul. Skrzydlata";"Warszawa";"mazowieckie";"Warszawa"
"02-177";"ul. Kotwiczna";"Warszawa";"mazowieckie";"Warszawa"
"02-178";"ul. Sekundowa";"Warszawa";"mazowieckie";"Warszawa"
"02-179";"ul. Bogucicka";"Warszawa";"mazowieckie";"Warszawa"
"02-180";"Al. Krakowska od 81 do 239";"Warszawa";"mazowieckie";"Warszawa"
"02-181";"ul. Maciejki";"Warszawa";"mazowieckie";"Warszawa"
"02-182";"ul. Ruchliwa";"Warszawa";"mazowieckie";"Warszawa"
"02-183";"Al. Krakowska od 1 do 79";"Warszawa";"mazowieckie";"Warszawa"
"02-184";"ul. ArcheologÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-186";"ul. Wykusz";"Warszawa";"mazowieckie";"Warszawa"
"02-187";"ul. Dukielska";"Warszawa";"mazowieckie";"Warszawa"
"02-188";"ul. Janka Muzykanta";"Warszawa";"mazowieckie";"Warszawa"
"02-189";"ul. Matematyczna";"Warszawa";"mazowieckie";"Warszawa"
"02-190";"ul. Stoicka";"Warszawa";"mazowieckie";"Warszawa"
"02-191";"ul. Hipotezy";"Warszawa";"mazowieckie";"Warszawa"
"02-192";"ul. Lajkonika";"Warszawa";"mazowieckie";"Warszawa"
"02-194";"ul. Zbiorowa";"Warszawa";"mazowieckie";"Warszawa"
"02-195";"ul. Hipolitowo";"Warszawa";"mazowieckie";"Warszawa"
"02-195";"ul. Odblask";"Warszawa";"mazowieckie";"Warszawa"
"02-196";"ul. Popas";"Warszawa";"mazowieckie";"Warszawa"
"02-196";"ul. Wolborska";"Warszawa";"mazowieckie";"Warszawa"
"02-196";"ul. Za≥uski";"Warszawa";"mazowieckie";"Warszawa"
"02-197";"ul. Na Skraju";"Warszawa";"mazowieckie";"Warszawa"
"02-198";"ul. Kinetyczna";"Warszawa";"mazowieckie";"Warszawa"
"02-200";"Poczta Warszawa 075, Al. Krakowska 239/241";"Warszawa";"mazowieckie";"Warszawa"
"02-201";"ul. Opaczewska od 50 do ostatniego, od 43 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-202";"ul. Cesarskiej Korony";"Warszawa";"mazowieckie";"Warszawa"
"02-202";"ul. ChiÒskiej RÛøy";"Warszawa";"mazowieckie";"Warszawa"
"02-202";"ul. Drawska";"Warszawa";"mazowieckie";"Warszawa"
"02-202";"ul. Kwitnπcego Sadu";"Warszawa";"mazowieckie";"Warszawa"
"02-202";"ul. Pandy";"Warszawa";"mazowieckie";"Warszawa"
"02-202";"ul. Z≥otego Smoka";"Warszawa";"mazowieckie";"Warszawa"
"02-203";"ul. Hubera Maksymiliana";"Warszawa";"mazowieckie";"Warszawa"
"02-203";"ul. Kurhan";"Warszawa";"mazowieckie";"Warszawa"
"02-204";"ul. Nowoberestecka";"Warszawa";"mazowieckie";"Warszawa"
"02-205";"ul. Stadionowa";"Warszawa";"mazowieckie";"Warszawa"
"02-206";"ul. Zadumana";"Warszawa";"mazowieckie";"Warszawa"
"02-207";"ul. Filipinki";"Warszawa";"mazowieckie";"Warszawa"
"02-207";"ul. Kukie≥ki";"Warszawa";"mazowieckie";"Warszawa"
"02-208";"ul. Aleje Jerozolimskie od 167 do 171";"Warszawa";"mazowieckie";"Warszawa"
"02-209";"ul. Profesora Mierzejewskiego Henryka";"Warszawa";"mazowieckie";"Warszawa"
"02-209";"ul. åmig≥owca";"Warszawa";"mazowieckie";"Warszawa"
"02-210";"Al. Krakowska od 260 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-211";"ul. Analityczna";"Warszawa";"mazowieckie";"Warszawa"
"02-212";"ul. Bakalarska";"Warszawa";"mazowieckie";"Warszawa"
"02-213";"ul. Borsucza";"Warszawa";"mazowieckie";"Warszawa"
"02-214";"ul. Nadziei";"Warszawa";"mazowieckie";"Warszawa"
"02-215";"ul. G≥uszycka";"Warszawa";"mazowieckie";"Warszawa"
"02-216";"ul. Hejna≥owa";"Warszawa";"mazowieckie";"Warszawa"
"02-217";"ul. Fajansowa";"Warszawa";"mazowieckie";"Warszawa"
"02-218";"Poczta Warszawa 124, ul. Opaczewska 43";"Warszawa";"mazowieckie";"Warszawa"
"02-219";"Al. Krakowska od 180 do 258";"Warszawa";"mazowieckie";"Warszawa"
"02-220";"ul. £opuszaÒska od 2 do 36, od 1 do 45";"Warszawa";"mazowieckie";"Warszawa"
"02-221";"ul. Podborska";"Warszawa";"mazowieckie";"Warszawa"
"02-221";"ul. ZbπszyÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-222";"ul. Aleje Jerozolimskie od 173 do 231";"Warszawa";"mazowieckie";"Warszawa"
"02-223";"ul. Wagonowa";"Warszawa";"mazowieckie";"Warszawa"
"02-224";"ul. Naroøna";"Warszawa";"mazowieckie";"Warszawa"
"02-225";"ul. Porcelanowa";"Warszawa";"mazowieckie";"Warszawa"
"02-226";"ul. Popularna od 72 do ostatniego, od 73 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-226";"ul. Pryzmaty";"Warszawa";"mazowieckie";"Warszawa"
"02-227";"ul. Zagadki";"Warszawa";"mazowieckie";"Warszawa"
"02-228";"ul. Jantar";"Warszawa";"mazowieckie";"Warszawa"
"02-229";"ul. åwiatowa";"Warszawa";"mazowieckie";"Warszawa"
"02-230";"ul. Jutrzenki od 2 do 128, od 1 do 89";"Warszawa";"mazowieckie";"Warszawa"
"02-231";"ul. Jutrzenki od 130 do ostatniego, od 91 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-231";"ul. W≥odarzewska od 90 do 110, od 97 do 101";"Warszawa";"mazowieckie";"Warszawa"
"02-232";"ul. £opuszaÒska od 38 do 118, od 47 do 91";"Warszawa";"mazowieckie";"Warszawa"
"02-233";"ul. Mikulczycka";"Warszawa";"mazowieckie";"Warszawa"
"02-233";"ul. Serwituty";"Warszawa";"mazowieckie";"Warszawa"
"02-234";"ul. Dzia≥kowa";"Warszawa";"mazowieckie";"Warszawa"
"02-235";"ul. RÛwnoleg≥a";"Warszawa";"mazowieckie";"Warszawa"
"02-236";"ul. Badylarska od 28 do ostatniego, od 41 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-237";"ul. InstalatorÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-238";"ul. Modularna";"Warszawa";"mazowieckie";"Warszawa"
"02-239";"ul. Leonidasa";"Warszawa";"mazowieckie";"Warszawa"
"02-240";"ul. JakobinÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-241";"ul. Nasienna";"Warszawa";"mazowieckie";"Warszawa"
"02-241";"ul. Przedpole";"Warszawa";"mazowieckie";"Warszawa"
"02-242";"ul. KolneÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-243";"ul. Rezerwowa";"Warszawa";"mazowieckie";"Warszawa"
"02-244";"ul. Orzechowa";"Warszawa";"mazowieckie";"Warszawa"
"02-246";"ul. Geologiczna";"Warszawa";"mazowieckie";"Warszawa"
"02-247";"ul. Flisa Marcina";"Warszawa";"mazowieckie";"Warszawa"
"02-248";"ul. Startowa";"Warszawa";"mazowieckie";"Warszawa"
"02-249";"ul. Kazimierza Wielkiego";"Warszawa";"mazowieckie";"Warszawa"
"02-250";"ul. Skromna";"Warszawa";"mazowieckie";"Warszawa"
"02-250";"ul. £obezka";"Warszawa";"mazowieckie";"Warszawa"
"02-251";"ul. Sterna Abrahama";"Warszawa";"mazowieckie";"Warszawa"
"02-252";"ul. Stokrotki";"Warszawa";"mazowieckie";"Warszawa"
"02-253";"ul. Stefczyka Franciszka";"Warszawa";"mazowieckie";"Warszawa"
"02-254";"Al. Krakowska od 168 do 178";"Warszawa";"mazowieckie";"Warszawa"
"02-255";"ul. KrakowiakÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-256";"Al. Krakowska od 100 do 166";"Warszawa";"mazowieckie";"Warszawa"
"02-257";"ul. Boryny";"Warszawa";"mazowieckie";"Warszawa"
"02-258";"ul. Materii";"Warszawa";"mazowieckie";"Warszawa"
"02-258";"ul. Statyczna";"Warszawa";"mazowieckie";"Warszawa"
"02-259";"ul. JamiÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-260";"ul. Lipowczana Paw≥a";"Warszawa";"mazowieckie";"Warszawa"
"02-261";"ul. Robotnicza";"Warszawa";"mazowieckie";"Warszawa"
"02-261";"ul. TrojaÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-262";"ul. Prudnicka";"Warszawa";"mazowieckie";"Warszawa"
"02-263";"ul. Øegoty";"Warszawa";"mazowieckie";"Warszawa"
"02-263";"ul. SaperÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-264";"ul. Janiszowska";"Warszawa";"mazowieckie";"Warszawa"
"02-265";"ul. Cyprysowa";"Warszawa";"mazowieckie";"Warszawa"
"02-266";"ul. Sycowska";"Warszawa";"mazowieckie";"Warszawa"
"02-267";"ul. BuÒczuk";"Warszawa";"mazowieckie";"Warszawa"
"02-267";"ul. RÍkodzielnicza";"Warszawa";"mazowieckie";"Warszawa"
"02-268";"ul. Pa≥πk";"Warszawa";"mazowieckie";"Warszawa"
"02-269";"ul. Skibicka";"Warszawa";"mazowieckie";"Warszawa"
"02-270";"ul. Cechowa";"Warszawa";"mazowieckie";"Warszawa"
"02-270";"ul. D≥ugopolska";"Warszawa";"mazowieckie";"Warszawa"
"02-271";"ul. Centralna";"Warszawa";"mazowieckie";"Warszawa"
"02-272";"ul. Malownicza";"Warszawa";"mazowieckie";"Warszawa"
"02-273";"ul. MuszkieterÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-274";"ul. Mineralna";"Warszawa";"mazowieckie";"Warszawa"
"02-274";"ul. Nieduøa";"Warszawa";"mazowieckie";"Warszawa"
"02-275";"Poczta Warszawa 029, Al. Krakowska 110/114";"Warszawa";"mazowieckie";"Warszawa"
"02-276";"ul. Minutowa";"Warszawa";"mazowieckie";"Warszawa"
"02-277";"ul. Daleszycka";"Warszawa";"mazowieckie";"Warszawa"
"02-278";"ul. Trzos";"Warszawa";"mazowieckie";"Warszawa"
"02-279";"ul. Obotrycka";"Warszawa";"mazowieckie";"Warszawa"
"02-280";"ul. Perlonowa";"Warszawa";"mazowieckie";"Warszawa"
"02-281";"ul. Municypalna";"Warszawa";"mazowieckie";"Warszawa"
"02-282";"ul. ScholastykÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-283";"ul. Salomejska";"Warszawa";"mazowieckie";"Warszawa"
"02-284";"Al. Krakowska od 2 do 98";"Warszawa";"mazowieckie";"Warszawa"
"02-285";"ul. Pograniczna";"Warszawa";"mazowieckie";"Warszawa"
"02-285";"ul. Szyszkowa";"Warszawa";"mazowieckie";"Warszawa"
"02-286";"ul. Sworzniowa";"Warszawa";"mazowieckie";"Warszawa"
"02-287";"ul. Aksamitna";"Warszawa";"mazowieckie";"Warszawa"
"02-287";"ul. åwietlista";"Warszawa";"mazowieckie";"Warszawa"
"02-288";"ul. Kolumba Krzysztofa";"Warszawa";"mazowieckie";"Warszawa"
"02-290";"ul. Dzwonkowa";"Warszawa";"mazowieckie";"Warszawa"
"02-290";"ul. Szarady";"Warszawa";"mazowieckie";"Warszawa"
"02-291";"ul. Øaluzji";"Warszawa";"mazowieckie";"Warszawa"
"02-292";"ul. Rebusowa";"Warszawa";"mazowieckie";"Warszawa"
"02-293";"ul. GidziÒskiego Boles≥awa";"Warszawa";"mazowieckie";"Warszawa"
"02-293";"ul. KrÛtka";"Warszawa";"mazowieckie";"Warszawa"
"02-294";"ul. Katalogowa";"Warszawa";"mazowieckie";"Warszawa"
"02-295";"ul. Emaliowa";"Warszawa";"mazowieckie";"Warszawa"
"02-296";"ul. Øniwna";"Warszawa";"mazowieckie";"Warszawa"
"02-296";"ul. Kurzawska";"Warszawa";"mazowieckie";"Warszawa"
"02-298";"ul. Folia≥owa";"Warszawa";"mazowieckie";"Warszawa"
"02-298";"ul. Struga Andrzeja";"Warszawa";"mazowieckie";"Warszawa"
"02-299";"ul. Fina≥owa";"Warszawa";"mazowieckie";"Warszawa"
"02-301";"ul. GrÛjecka od 2 do 26";"Warszawa";"mazowieckie";"Warszawa"
"02-302";"ul. Spiska";"Warszawa";"mazowieckie";"Warszawa"
"02-304";"ul. Aleje Jerozolimskie od 131 do 143";"Warszawa";"mazowieckie";"Warszawa"
"02-305";"ul. Aleje Jerozolimskie od 130 do 146";"Warszawa";"mazowieckie";"Warszawa"
"02-306";"ul. Niemcewicza Juliana Ursyna od 14 do 34, od 15 do 25";"Warszawa";"mazowieckie";"Warszawa"
"02-307";"ul. Niemcewicza Juliana Ursyna od 36 do ostatniego, od 27 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-308";"ul. GrÛjecka od 28 do 34";"Warszawa";"mazowieckie";"Warszawa"
"02-309";"ul. S≥upecka";"Warszawa";"mazowieckie";"Warszawa"
"02-310";"ul. Poniecka";"Warszawa";"mazowieckie";"Warszawa"
"02-311";"ul. OdrzykoÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-312";"ul. Andrzejowska";"Warszawa";"mazowieckie";"Warszawa"
"02-313";"ul. SÍkociÒska";"Warszawa";"mazowieckie";"Warszawa"
"02-314";"ul. GrÛjecka od 36 do 38";"Warszawa";"mazowieckie";"Warszawa"
"02-315";"ul. Barska";"Warszawa";"mazowieckie";"Warszawa"
"02-316";"ul. Kaliska";"Warszawa";"mazowieckie";"Warszawa"
"02-317";"ul. Joteyki Tadeusza";"Warszawa";"mazowieckie";"Warszawa"
"02-318";"ul. Drobiazg";"Warszawa";"mazowieckie";"Warszawa"
"02-319";"ul. WÍgierska";"Warszawa";"mazowieckie";"Warszawa"
"02-320";"ul. GrÛjecka od 40 do 56";"Warszawa";"mazowieckie";"Warszawa"
"02-321";"ul. KopiÒska od 2 do 18, od 1 do 15";"Warszawa";"mazowieckie";"Warszawa"
"02-322";"Al. Prymasa Tysiπclecia od 2 do 32, od 1 do 69";"Warszawa";"mazowieckie";"Warszawa"
"02-323";"ul. Radomska";"Warszawa";"mazowieckie";"Warszawa"
"02-324";"ul. Podpu≥kownika Grzyma≥y";"Warszawa";"mazowieckie";"Warszawa"
"02-325";"ul. Bia≥obrzeska od 44 do ostatniego, od 41 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-326";"ul. Aleje Jerozolimskie od 148 do 160, od 145 do 159";"Warszawa";"mazowieckie";"Warszawa"
"02-327";"ul. KopiÒska od 20 do ostatniego, od 17 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-334";"ul. Øwirowa";"Warszawa";"mazowieckie";"Warszawa"
"02-335";"ul. Na Bateryjce";"Warszawa";"mazowieckie";"Warszawa"
"02-336";"ul. W≥ochowska";"Warszawa";"mazowieckie";"Warszawa"
"02-337";"ul. Mszczonowska od 2 do 8, od 1 do 9";"Warszawa";"mazowieckie";"Warszawa"
"02-338";"ul. Berestecka";"Warszawa";"mazowieckie";"Warszawa"
"02-339";"ul. GrÛjecka od 58 do 68";"Warszawa";"mazowieckie";"Warszawa"
"02-340";"ul. Bia≥obrzeska od 23 do 39";"Warszawa";"mazowieckie";"Warszawa"
"02-341";"ul. Bia≥obrzeska od 30 do 42";"Warszawa";"mazowieckie";"Warszawa"
"02-342";"ul. Aleje Jerozolimskie od 162 do 168, od 161 do 165";"Warszawa";"mazowieckie";"Warszawa"
"02-343";"ul. Nieborowska";"Warszawa";"mazowieckie";"Warszawa"
"02-344";"ul. CzÍstochowska od 2 do 26, od 1 do 19";"Warszawa";"mazowieckie";"Warszawa"
"02-345";"ul. Chotomowska";"Warszawa";"mazowieckie";"Warszawa"
"02-346";"ul. Brwinowska";"Warszawa";"mazowieckie";"Warszawa"
"02-347";"ul. Dorotowska";"Warszawa";"mazowieckie";"Warszawa"
"02-348";"ul. Rokosowska";"Warszawa";"mazowieckie";"Warszawa"
"02-349";"ul. Baúniowa";"Warszawa";"mazowieckie";"Warszawa"
"02-350";"ul. CzÍstochowska od 28 do ostatniego, od 21 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-351";"ul. Lelechowska";"Warszawa";"mazowieckie";"Warszawa"
"02-352";"ul. SzczÍúliwicka od 2 do 8, od 1 do 19";"Warszawa";"mazowieckie";"Warszawa"
"02-353";"ul. SzczÍúliwicka od 10 do ostatniego, od 21 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-354";"ul. Wahad≥o";"Warszawa";"mazowieckie";"Warszawa"
"02-356";"ul. Rondo Zes≥aÒcÛw Syberyjskich";"Warszawa";"mazowieckie";"Warszawa"
"02-356";"ul. Szujskiego JÛzefa";"Warszawa";"mazowieckie";"Warszawa"
"02-359";"ul. GrÛjecka od 70 do 78";"Warszawa";"mazowieckie";"Warszawa"
"02-360";"ul. Siewierska";"Warszawa";"mazowieckie";"Warszawa"
"02-361";"ul. Przemyska";"Warszawa";"mazowieckie";"Warszawa"
"02-362";"ul. Bitwy Warszawskiej 1920 r. od 2 do 6, od 1 do 3";"Warszawa";"mazowieckie";"Warszawa"
"02-363";"Poczta Warszawa 079, ul. Bia≥obrzeska 22";"Warszawa";"mazowieckie";"Warszawa"
"02-364";"ul. Bia≥obrzeska od 17 do 21";"Warszawa";"mazowieckie";"Warszawa"
"02-365";"ul. Bia≥obrzeska od 22 do 28";"Warszawa";"mazowieckie";"Warszawa"
"02-366";"ul. Bitwy Warszawskiej 1920 r. od 8 do ostatniego, od 5 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-367";"ul. GrÛjecka od 80 do 122";"Warszawa";"mazowieckie";"Warszawa"
"02-368";"ul. Opaczewska od 2 do 18, od 1 do 17";"Warszawa";"mazowieckie";"Warszawa"
"02-369";"ul. Dunajecka";"Warszawa";"mazowieckie";"Warszawa"
"02-370";"ul. Bia≥obrzeska od 13 do 15";"Warszawa";"mazowieckie";"Warszawa"
"02-371";"ul. Bia≥obrzeska od 12 do 20";"Warszawa";"mazowieckie";"Warszawa"
"02-372";"ul. Opaczewska od 20 do 48, od 19 do 41";"Warszawa";"mazowieckie";"Warszawa"
"02-373";"ul. Mπtwicka";"Warszawa";"mazowieckie";"Warszawa"
"02-374";"ul. Orzeszkowej Elizy";"Warszawa";"mazowieckie";"Warszawa"
"02-375";"ul. Piotrkowska";"Warszawa";"mazowieckie";"Warszawa"
"02-376";"ul. Dobosza";"Warszawa";"mazowieckie";"Warszawa"
"02-377";"ul. SkarøyÒskiego Stanis≥awa";"Warszawa";"mazowieckie";"Warszawa"
"02-378";"ul. Bobrowskiego Stefana";"Warszawa";"mazowieckie";"Warszawa"
"02-379";"ul. Bia≥obrzeska od 1 do 11";"Warszawa";"mazowieckie";"Warszawa"
"02-380";"ul. Bia≥obrzeska od 2 do 10";"Warszawa";"mazowieckie";"Warszawa"
"02-381";"ul. Trzech BudrysÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-382";"ul. Dickensa Karola od 8 do ostatniego, od 9 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-383";"ul. GrÛjecka od 124 do 130";"Warszawa";"mazowieckie";"Warszawa"
"02-384";"ul. Przy Parku";"Warszawa";"mazowieckie";"Warszawa"
"02-384";"ul. W≥odarzewska od 2 do 68, od 1 do 75";"Warszawa";"mazowieckie";"Warszawa"
"02-385";"ul. Nowosolipsowska";"Warszawa";"mazowieckie";"Warszawa"
"02-386";"ul. Altowa";"Warszawa";"mazowieckie";"Warszawa"
"02-386";"ul. Usypiskowa";"Warszawa";"mazowieckie";"Warszawa"
"02-387";"ul. Lirowa";"Warszawa";"mazowieckie";"Warszawa"
"02-388";"ul. Lutniowa";"Warszawa";"mazowieckie";"Warszawa"
"02-389";"ul. BohaterÛw Wrzeúnia";"Warszawa";"mazowieckie";"Warszawa"
"02-389";"ul. Harfowa";"Warszawa";"mazowieckie";"Warszawa"
"02-390";"ul. GrÛjecka od 132 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"02-391";"ul. Dryga≥y";"Warszawa";"mazowieckie";"Warszawa"
"02-392";"ul. Maszynowa";"Warszawa";"mazowieckie";"Warszawa"
"02-393";"ul. W≥odarzewska od 70 do 88, od 77 do 95";"Warszawa";"mazowieckie";"Warszawa"
"02-394";"ul. Bielska";"Warszawa";"mazowieckie";"Warszawa"
"02-395";"ul. ArchitektÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-396";"ul. GeodetÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-397";"ul. UrbanistÛw";"Warszawa";"mazowieckie";"Warszawa"
"02-398";"ul. PowstaÒcÛw Wielkopolskich";"Warszawa";"mazowieckie";"Warszawa"
